lib	unit	sample	fq1	fq2
lib4	1	222255	fastqs/lib4/222255_1.fq.gz	fastqs/lib4/222255_2.fq.gz
lib4	1	222265	fastqs/lib4/222265_1.fq.gz	fastqs/lib4/222265_2.fq.gz
lib4	1	222282	fastqs/lib4/222282_1.fq.gz	fastqs/lib4/222282_2.fq.gz
lib4	1	222293	fastqs/lib4/222293_1.fq.gz	fastqs/lib4/222293_2.fq.gz
lib4	1	RAPR8_9_22_1	fastqs/lib4/RAPR8_9_22_1_1.fq.gz	fastqs/lib4/RAPR8_9_22_1_2.fq.gz
lib4	1	RAPR8_9_22_2	fastqs/lib4/RAPR8_9_22_2_1.fq.gz	fastqs/lib4/RAPR8_9_22_2_2.fq.gz
lib4	1	LJM26Jun18_2_RAPR	fastqs/lib4/LJM26Jun18_2_RAPR_1.fq.gz	fastqs/lib4/LJM26Jun18_2_RAPR_2.fq.gz
lib4	1	LJM26Jun18_6_RAPR	fastqs/lib4/LJM26Jun18_6_RAPR_1.fq.gz	fastqs/lib4/LJM26Jun18_6_RAPR_2.fq.gz
lib4	1	LJ8AUG19_3_RAPR_F	fastqs/lib4/LJ8AUG19_3_RAPR_F_1.fq.gz	fastqs/lib4/LJ8AUG19_3_RAPR_F_2.fq.gz
lib4	1	222074	fastqs/lib4/222074_1.fq.gz	fastqs/lib4/222074_2.fq.gz
lib4	1	211987	fastqs/lib4/211987_1.fq.gz	fastqs/lib4/211987_2.fq.gz
lib4	1	212003	fastqs/lib4/212003_1.fq.gz	fastqs/lib4/212003_2.fq.gz
lib4	1	212006	fastqs/lib4/212006_1.fq.gz	fastqs/lib4/212006_2.fq.gz
lib4	1	211720	fastqs/lib4/211720_1.fq.gz	fastqs/lib4/211720_2.fq.gz
lib4	1	211698	fastqs/lib4/211698_1.fq.gz	fastqs/lib4/211698_2.fq.gz
lib4	1	211686	fastqs/lib4/211686_1.fq.gz	fastqs/lib4/211686_2.fq.gz
lib4	1	OSF_E39	fastqs/lib4/OSF_E39_1.fq.gz	fastqs/lib4/OSF_E39_2.fq.gz
lib4	1	OSF_E58	fastqs/lib4/OSF_E58_1.fq.gz	fastqs/lib4/OSF_E58_2.fq.gz
lib4	1	OSF_E42	fastqs/lib4/OSF_E42_1.fq.gz	fastqs/lib4/OSF_E42_2.fq.gz
lib4	1	OSF_E43	fastqs/lib4/OSF_E43_1.fq.gz	fastqs/lib4/OSF_E43_2.fq.gz
lib4	1	OSF_E63	fastqs/lib4/OSF_E63_1.fq.gz	fastqs/lib4/OSF_E63_2.fq.gz
lib4	1	OSF_E168	fastqs/lib4/OSF_E168_1.fq.gz	fastqs/lib4/OSF_E168_2.fq.gz
lib4	1	OSF_E172	fastqs/lib4/OSF_E172_1.fq.gz	fastqs/lib4/OSF_E172_2.fq.gz
lib4	1	OSF_E173	fastqs/lib4/OSF_E173_1.fq.gz	fastqs/lib4/OSF_E173_2.fq.gz
lib4	1	OSF_E174	fastqs/lib4/OSF_E174_1.fq.gz	fastqs/lib4/OSF_E174_2.fq.gz
lib4	1	OSF_E175	fastqs/lib4/OSF_E175_1.fq.gz	fastqs/lib4/OSF_E175_2.fq.gz
lib4	1	OSF_E270	fastqs/lib4/OSF_E270_1.fq.gz	fastqs/lib4/OSF_E270_2.fq.gz
lib4	1	OSF_E273	fastqs/lib4/OSF_E273_1.fq.gz	fastqs/lib4/OSF_E273_2.fq.gz
lib4	1	OSF_E275	fastqs/lib4/OSF_E275_1.fq.gz	fastqs/lib4/OSF_E275_2.fq.gz
lib4	1	OSF_E278	fastqs/lib4/OSF_E278_1.fq.gz	fastqs/lib4/OSF_E278_2.fq.gz
lib4	1	OSF_E280	fastqs/lib4/OSF_E280_1.fq.gz	fastqs/lib4/OSF_E280_2.fq.gz
lib4	1	OSF_E281	fastqs/lib4/OSF_E281_1.fq.gz	fastqs/lib4/OSF_E281_2.fq.gz
lib4	1	OSF_E282	fastqs/lib4/OSF_E282_1.fq.gz	fastqs/lib4/OSF_E282_2.fq.gz
lib4	1	OSF_E290	fastqs/lib4/OSF_E290_1.fq.gz	fastqs/lib4/OSF_E290_2.fq.gz
lib4	1	OSF_E291	fastqs/lib4/OSF_E291_1.fq.gz	fastqs/lib4/OSF_E291_2.fq.gz
lib4	1	OSF_E292	fastqs/lib4/OSF_E292_1.fq.gz	fastqs/lib4/OSF_E292_2.fq.gz
lib4	1	OSF_E398	fastqs/lib4/OSF_E398_1.fq.gz	fastqs/lib4/OSF_E398_2.fq.gz
lib4	1	OSF_E400	fastqs/lib4/OSF_E400_1.fq.gz	fastqs/lib4/OSF_E400_2.fq.gz
lib4	1	OSF_E401	fastqs/lib4/OSF_E401_1.fq.gz	fastqs/lib4/OSF_E401_2.fq.gz
lib4	1	OSF_E403	fastqs/lib4/OSF_E403_1.fq.gz	fastqs/lib4/OSF_E403_2.fq.gz
lib4	1	OSF_E404	fastqs/lib4/OSF_E404_1.fq.gz	fastqs/lib4/OSF_E404_2.fq.gz
lib4	1	OSF_ERAAU_3	fastqs/lib4/OSF_ERAAU_3_1.fq.gz	fastqs/lib4/OSF_ERAAU_3_2.fq.gz
lib4	1	17AUG22BeaverRACA3	fastqs/lib4/17AUG22BeaverRACA3_1.fq.gz	fastqs/lib4/17AUG22BeaverRACA3_2.fq.gz
lib4	1	CAP_LOXW_KO1	fastqs/lib4/CAP_LOXW_KO1_1.fq.gz	fastqs/lib4/CAP_LOXW_KO1_2.fq.gz
lib4	1	CAP_LOXW_LO1	fastqs/lib4/CAP_LOXW_LO1_1.fq.gz	fastqs/lib4/CAP_LOXW_LO1_2.fq.gz
lib4	1	CAP_LOXE_A01	fastqs/lib4/CAP_LOXE_A01_1.fq.gz	fastqs/lib4/CAP_LOXE_A01_2.fq.gz
lib4	1	CAP_LOXE_B01	fastqs/lib4/CAP_LOXE_B01_1.fq.gz	fastqs/lib4/CAP_LOXE_B01_2.fq.gz
lib4	1	CAP_LOXE_C01	fastqs/lib4/CAP_LOXE_C01_1.fq.gz	fastqs/lib4/CAP_LOXE_C01_2.fq.gz
lib4	1	CAP_LOXE_D01	fastqs/lib4/CAP_LOXE_D01_1.fq.gz	fastqs/lib4/CAP_LOXE_D01_2.fq.gz
lib4	1	CAP_LOXE_E02	fastqs/lib4/CAP_LOXE_E02_1.fq.gz	fastqs/lib4/CAP_LOXE_E02_2.fq.gz
lib4	1	CAP_LOXE_F01	fastqs/lib4/CAP_LOXE_F01_1.fq.gz	fastqs/lib4/CAP_LOXE_F01_2.fq.gz
lib4	1	CAP_LOXE_G01	fastqs/lib4/CAP_LOXE_G01_1.fq.gz	fastqs/lib4/CAP_LOXE_G01_2.fq.gz
lib4	1	CAP_LOXE_H01	fastqs/lib4/CAP_LOXE_H01_1.fq.gz	fastqs/lib4/CAP_LOXE_H01_2.fq.gz
lib4	1	CAP_LOXE_I01	fastqs/lib4/CAP_LOXE_I01_1.fq.gz	fastqs/lib4/CAP_LOXE_I01_2.fq.gz
lib4	1	CAP_LOXE_J01	fastqs/lib4/CAP_LOXE_J01_1.fq.gz	fastqs/lib4/CAP_LOXE_J01_2.fq.gz
lib4	1	CAP_LOXE_K01	fastqs/lib4/CAP_LOXE_K01_1.fq.gz	fastqs/lib4/CAP_LOXE_K01_2.fq.gz
lib4	1	CAP_LOXE_L01	fastqs/lib4/CAP_LOXE_L01_1.fq.gz	fastqs/lib4/CAP_LOXE_L01_2.fq.gz
lib4	1	CAP_LOXE_M01	fastqs/lib4/CAP_LOXE_M01_1.fq.gz	fastqs/lib4/CAP_LOXE_M01_2.fq.gz
lib4	1	CAP_NDR_A02	fastqs/lib4/CAP_NDR_A02_1.fq.gz	fastqs/lib4/CAP_NDR_A02_2.fq.gz
lib4	1	CAP_NDR_B01	fastqs/lib4/CAP_NDR_B01_1.fq.gz	fastqs/lib4/CAP_NDR_B01_2.fq.gz
lib4	1	CAP_NDR_C01	fastqs/lib4/CAP_NDR_C01_1.fq.gz	fastqs/lib4/CAP_NDR_C01_2.fq.gz
lib4	1	CAP_NDR_D01	fastqs/lib4/CAP_NDR_D01_1.fq.gz	fastqs/lib4/CAP_NDR_D01_2.fq.gz
lib4	1	CAP_NDR_E01	fastqs/lib4/CAP_NDR_E01_1.fq.gz	fastqs/lib4/CAP_NDR_E01_2.fq.gz
